3397501;Active;41.40467;-82.7275;188.3m;41.39131;-82.20567;218.5m;['006123.10000000', '006123.10000000', '006123.10000000']
3397501;Active;41.40467;-82.7275;188.3m;41.39131;-82.20567;218.5m;['006595.00000000', '006595.00000000', '006595.00000000']
3397501;Active;41.40467;-82.7275;188.3m;41.40167;-82.95333;177.4m;['010835.00000000', '010835.00000000', '010835.00000000']
3397501;Active;41.40467;-82.7275;188.3m;41.40167;-82.95333;177.4m;['010795.00000000', '010795.00000000', '010795.00000000']
3397698;Active;41.40167;-82.95333;177.4m;41.40467;-82.7275;188.3m;['011325.00000000', '011325.00000000', '011325.00000000']
3397698;Active;41.40167;-82.95333;177.4m;41.40467;-82.7275;188.3m;['011285.00000000', '011285.00000000', '011285.00000000']
3422975;Active;41.39131;-82.20567;218.5m;41.40467;-82.7275;188.3m;['006375.14000000', '006375.14000000', '006375.14000000']
3422975;Active;41.39131;-82.20567;218.5m;41.40467;-82.7275;188.3m;['006755.00000000', '006755.00000000', '006755.00000000']
3422975;Active;41.39131;-82.20567;218.5m;41.37917;-81.71972;320.6m;['011445.00000000', '011445.00000000', '011445.00000000']
3422975;Active;41.39131;-82.20567;218.5m;41.37917;-81.71972;320.6m;['011565.00000000', '011565.00000000', '011565.00000000']
3634343;Terminated;41.24681;-79.90003;454.8m;41.27472;-80.27722;399.0m;['011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000']
3634343;Terminated;41.24681;-79.90003;454.8m;41.27472;-80.27722;399.0m;['010875.00000000', '010875.00000000', '010875.00000000', '010875.00000000', '010875.00000000', '010875.00000000', '010875.00000000', '010875.00000000', '010875.00000000']
3634343;Terminated;41.24681;-79.90003;454.8m;41.18394;-79.16531;534.0m;['011215.00000000', '011215.00000000', '011215.00000000', '011215.00000000', '011215.00000000', '011215.00000000', '011215.00000000', '011215.00000000', '011215.00000000']
3634343;Terminated;41.24681;-79.90003;454.8m;41.18394;-79.16531;534.0m;['011245.00000000', '011245.00000000', '011245.00000000', '011245.00000000', '011245.00000000', '011245.00000000', '011245.00000000', '011245.00000000', '011245.00000000']
3634345;Terminated;41.18394;-79.16531;534.0m;41.24681;-79.90003;454.8m;['010715.00000000', '010715.00000000', '010715.00000000', '010715.00000000', '010715.00000000', '010715.00000000', '010715.00000000', '010715.00000000', '010715.00000000']
3634345;Terminated;41.18394;-79.16531;534.0m;41.24681;-79.90003;454.8m;['010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000']
3634345;Terminated;41.18394;-79.16531;534.0m;41.14864;-78.33586;713.2m;['011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000']
3634345;Terminated;41.18394;-79.16531;534.0m;41.14864;-78.33586;713.2m;['011645.00000000', '011645.00000000', '011645.00000000', '011645.00000000', '011645.00000000', '011645.00000000', '011645.00000000', '011645.00000000', '011645.00000000']
3634586;Terminated;41.27472;-80.27722;399.0m;41.29725;-80.57042;369.7m;['006197.24000000', '006197.24000000', '006197.24000000', '006197.24000000', '006197.24000000', '006197.24000000', '006197.24000000', '006197.24000000', '006197.24000000']
3634586;Terminated;41.27472;-80.27722;399.0m;41.29725;-80.57042;369.7m;['006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000']
3634586;Terminated;41.27472;-80.27722;399.0m;41.29725;-80.57042;369.7m;['011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000']
3634586;Terminated;41.27472;-80.27722;399.0m;41.29725;-80.57042;369.7m;['011485.00000000', '011485.00000000', '011485.00000000', '011485.00000000', '011485.00000000', '011485.00000000', '011485.00000000', '011485.00000000', '011485.00000000']
3634586;Terminated;41.27472;-80.27722;399.0m;41.24681;-79.90003;454.8m;['011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000', '011565.00000000']
3634586;Terminated;41.27472;-80.27722;399.0m;41.24681;-79.90003;454.8m;['011365.00000000', '011365.00000000', '011365.00000000', '011365.00000000', '011365.00000000', '011365.00000000', '011365.00000000', '011365.00000000', '011365.00000000']
3634587;Terminated;41.29725;-80.57042;369.7m;41.27472;-80.27722;399.0m;['005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000']
3634587;Terminated;41.29725;-80.57042;369.7m;41.27472;-80.27722;399.0m;['005974.85000000', '005974.85000000', '005974.85000000', '005974.85000000', '005974.85000000', '005974.85000000', '005974.85000000', '005974.85000000', '005974.85000000']
3634587;Terminated;41.29725;-80.57042;369.7m;41.27472;-80.27722;399.0m;['010835.00000000', '010835.00000000', '010835.00000000', '010835.00000000', '010835.00000000', '010835.00000000', '010835.00000000', '010835.00000000', '010835.00000000']
3634587;Terminated;41.29725;-80.57042;369.7m;41.27472;-80.27722;399.0m;['010995.00000000', '010995.00000000', '010995.00000000', '010995.00000000', '010995.00000000', '010995.00000000', '010995.00000000', '010995.00000000', '010995.00000000']
3634587;Terminated;41.29725;-80.57042;369.7m;41.34328;-81.19244;352.0m;['006785.00000000', '006785.00000000', '006785.00000000', '006785.00000000', '006785.00000000', '006785.00000000', '006785.00000000', '006785.00000000', '006785.00000000']
3634587;Terminated;41.29725;-80.57042;369.7m;41.34328;-81.19244;352.0m;['006755.00000000', '006755.00000000', '006755.00000000', '006755.00000000', '006755.00000000', '006755.00000000', '006755.00000000', '006755.00000000', '006755.00000000']
3634589;Terminated;41.65644;-86.76614;279.5m;41.76178;-87.55672;178.3m;['006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006404.79000000', '006404.79000000', '006404.79000000', '006404.79000000', '006404.79000000', '006404.79000000', '006404.79000000', '006404.79000000', '006404.79000000']
3634592;Active;41.76167;-87.55686;178.3m;41.79583;-88.01822;219.4m;['006655.00000000']
3634592;Active;41.76167;-87.55686;178.3m;41.79583;-88.01822;219.4m;['006034.15000000']
3634598;Terminated;41.37917;-81.71972;320.6m;41.39131;-82.20567;218.5m;['010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000']
3634598;Terminated;41.37917;-81.71972;320.6m;41.39131;-82.20567;218.5m;['011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000']
3634598;Terminated;41.37917;-81.71972;320.6m;41.34328;-81.19244;352.0m;['006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000', '006226.89000000']
3634598;Terminated;41.37917;-81.71972;320.6m;41.34328;-81.19244;352.0m;['006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000']
3634598;Terminated;41.37917;-81.71972;320.6m;41.39131;-82.20567;218.5m;['010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000']
3634598;Terminated;41.37917;-81.71972;320.6m;41.39131;-82.20567;218.5m;['011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000']
3634603;Terminated;40.85067;-76.07936;638.9m;40.78139;-75.64222;469.7m;['011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000']
3634603;Terminated;40.85067;-76.07936;638.9m;40.78139;-75.64222;469.7m;['006725.00000000', '006725.00000000', '006725.00000000', '006725.00000000', '006725.00000000', '006725.00000000', '006725.00000000', '006725.00000000', '006725.00000000']
3634606;Terminated;40.78139;-75.64222;469.7m;40.85067;-76.07936;638.9m;['010795.00000000', '010795.00000000', '010795.00000000', '010795.00000000', '010795.00000000', '010795.00000000', '010795.00000000', '010795.00000000', '010795.00000000']
3634606;Terminated;40.78139;-75.64222;469.7m;40.85067;-76.07936;638.9m;['006555.00000000', '006555.00000000', '006555.00000000', '006555.00000000', '006555.00000000', '006555.00000000', '006555.00000000', '006555.00000000', '006555.00000000']
3634606;Terminated;40.78139;-75.64222;469.7m;40.69178;-74.925;290.0m;['006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000']
3634606;Terminated;40.78139;-75.64222;469.7m;40.69178;-74.925;290.0m;['006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000', '006256.54000000']
3634606;Terminated;40.78139;-75.64222;469.7m;40.69178;-74.925;290.0m;['010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000']
3634607;Terminated;40.69181;-74.925;289.9m;40.60489;-74.55964;180.0m;['011185.00000000', '011185.00000000', '011185.00000000', '011185.00000000', '011185.00000000', '011185.00000000', '011185.00000000', '011185.00000000', '011185.00000000']
3634607;Terminated;40.69181;-74.925;289.9m;40.60489;-74.55964;180.0m;['010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000', '010955.00000000']
3634622;Terminated;41.80056;-88.23611;224.1m;41.78839;-88.00997;231.5m;['019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000', '019345.00000000']
3634622;Terminated;41.80056;-88.23611;224.1m;41.78839;-88.00997;231.5m;['019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000', '019675.00000000']
3634625;Terminated;41.52889;-85.04222;301.8m;41.51444;-84.64417;274.3m;['011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000', '011325.00000000']
3634625;Terminated;41.52889;-85.04222;301.8m;41.51444;-84.64417;274.3m;['011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000', '011285.00000000']
3634625;Terminated;41.52889;-85.04222;301.8m;41.55;-85.27069;307.2m;['011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000']
3634625;Terminated;41.52889;-85.04222;301.8m;41.55;-85.27069;307.2m;['011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000']
3634633;Terminated;41.46222;-83.78583;202.1m;41.48194;-84.30139;221.6m;['006004.50000000', '006004.50000000', '006004.50000000', '006004.50000000', '006004.50000000', '006004.50000000', '006004.50000000', '006004.50000000', '006004.50000000']
3634633;Terminated;41.46222;-83.78583;202.1m;41.48194;-84.30139;221.6m;['005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000', '005945.20000000']
3634940;Terminated;41.14864;-78.33586;713.2m;41.18394;-79.16531;534.0m;['011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000', '011075.00000000']
3634940;Terminated;41.14864;-78.33586;713.2m;41.18394;-79.16531;534.0m;['011155.00000000', '011155.00000000', '011155.00000000', '011155.00000000', '011155.00000000', '011155.00000000', '011155.00000000', '011155.00000000', '011155.00000000']
3634940;Terminated;41.14864;-78.33586;713.2m;41.05153;-77.38053;706.5m;['011115.00000000', '011115.00000000', '011115.00000000', '011115.00000000', '011115.00000000', '011115.00000000', '011115.00000000', '011115.00000000', '011115.00000000']
3634940;Terminated;41.14864;-78.33586;713.2m;41.05153;-77.38053;706.5m;['010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000', '010755.00000000']
3634941;Terminated;41.51444;-84.64417;274.3m;41.48231;-84.30142;220.9m;['011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000', '011035.00000000']
